상호명,도로명주소,전화번호,위도,경도
더수다,"인천광역시 연수구 하모니로36번길 5 (송도동, 3-20 지상1층)",,37.3918029,126.6508684
티라미숲,"인천광역시 연수구 청명로 34, 로얄프라자 102호 (청학동)",,37.41821475,126.6763972
카페뵈뵈,"인천광역시 연수구 청룡로50번길 2, 지1층 (옥련동)",,37.42314118,126.6574153
그리다디저트,"인천광역시 연수구 인천타워대로132번길 30, 휴먼빌파크 108호 (송도동)",,37.38598871,126.6435588
너트커피,"인천광역시 연수구 원인재로 216 (연수동, 582-2연수1차시영근로복지아파트401동103호)",,37.41513654,126.6865391
카페꼼마,"인천광역시 연수구 센트럴로 263, 송도국제업무단지 C8-2블럭 업무복합시설 업무시설동 1층 (송도동)",,37.39866124,126.6335872
카페몽(Cafe Mong),"인천광역시 연수구 인천타워대로54번길 15-5, 1층 (송도동, 송도북일프라자 2차 103호)",,37.37940227,126.6460209
디저트39인천연수점,"인천광역시 연수구 벚꽃로 106, 지상1층 101호 (청학동, 연수광장프라자)",,37.41762926,126.6772291
작은커피집 봄날,"인천광역시 연수구 함박뫼로12번길 1 (청학동, 1층일부)",,37.41861618,126.6715413
송도오라카페&브런치,"인천광역시 연수구 인천타워대로 257, 아트포레 지상2층 C-223,C-224호 (송도동)",,37.39351506,126.6321878
카페조선 송도신도시점,"인천광역시 연수구 컨벤시아대로 81 (송도동, 3-2 드림시티 115,116)",,37.39494268,126.6501653
갤러리카페71,"인천광역시 연수구 능허대로167번길 71, 지상1층 (옥련동)",,37.4204966,126.6516175
까로치아 연수점,"인천광역시 연수구 봉재산로 148, 531동 101호 (동춘동, 연수서해그랑블5단지)",,37.40197115,126.6660716
베티스커피,"인천광역시 연수구 샘말로8번길 7-14, 지상1층 (연수동)",,37.41222808,126.6787476
스트릿츄러스,"인천광역시 연수구 청능대로 210 (동춘동, 스퀘어원 3층)",,37.40599741,126.6836222
카이저 커피,"인천광역시 연수구 새말로 134, 지상1층 107호 (연수동, 세경상가)",,37.41670861,126.6840699
아띠커피,"인천광역시 연수구 해돋이로120번길 16, 송도풍림아이원2단지아파트 상가동 108호 (송도동, 송도풍림아이원2단지아파트)",,37.39483785,126.6523864
모두까페,"인천광역시 연수구 독배로90번길 2, 103동 1층 101 일부호 (옥련동, 우솔빌)",,37.42844104,126.6457246
플렛화이트커피,"인천광역시 연수구 용담로125번길 22, 지상1,2층 (연수동)",,37.41498596,126.6794877
아이갓에브리씽(I got everything) CGV연수역,"인천광역시 연수구 벚꽃로 106, 지상8층 808호 (청학동, 연수광장프라자)",,37.41762926,126.6772291
날쌘카페,"인천광역시 연수구 벚꽃로 130-4, B110,111호 (연수동, 연수푸르지오2단지)",,37.41646976,126.6792528
연두콩,"인천광역시 연수구 컨벤시아대로42번길 20, 302동 115,116호 (송도동, 송도 더 프라우 3단지)",,37.40002685,126.6502367
커피놀이터,"인천광역시 연수구 동곡재로 31, 2층 일부호 (동춘동)",,37.41459116,126.6726332
브런치 밀라노(Brunch Milano),"인천광역시 연수구 인천타워대로 323, 지상1층 디122호 (송도동, 송도센트로드상가동)",,37.39952409,126.6295726
카페드모임,"인천광역시 연수구 해돋이로 107, 송도 더샵 퍼스트월드 C동 1층 5호 (송도동, 송도 더샵 퍼스트월드)",,37.38960595,126.648814
마네커피(MANE COFFEE),"인천광역시 연수구 송도국제대로 261, 상가동 1층 112호 (송도동, 송도 더샵 센트럴시티)",,37.37435195,126.6531653
카페와안(cafe WAAN),"인천광역시 연수구 인천타워대로132번길 24, 지상1,2층 (송도동, 모아프라자 102호일부,103호,104호,202호)",,37.38567999,126.6432471
더드림,"인천광역시 연수구 독배로40번길 48, 지상1층 106호 (옥련동, 우성1차아파트)",,37.42329573,126.6470432
커피 바 엘케이(Coffee Bar LK),"인천광역시 연수구 센트럴로 160, 144,145호 (송도동, 송도 센트럴파크 푸르지오 판매시설동)",,37.39200033,126.644994
코나카페,"인천광역시 연수구 먼우금로 256 (연수동, 지상1층)",,37.41934943,126.6797495
디벨로핑룸,"인천광역시 연수구 청명로 26, 지상1층 (청학동)",,37.41763379,126.6758091
탐앤탐스(Tom N Toms)연수점,"인천광역시 연수구 청능대로113번길 43 (연수동,103호,202호(지상1층,지상2층))",,37.41423145,126.6781795
리틀비틀키즈카페 옥련점,"인천광역시 연수구 한진로 23, 로얄프라자 602 일부호 (옥련동)",,37.42466432,126.6478392
스넥바,"인천광역시 연수구 아카데미로 119, 1층 (송도동, 복지회관)",,37.37654053,126.6329014
더래빗(The Rabbit),"인천광역시 연수구 해돋이로6번길 33 (송도동, 송도해모로아파트 상가동 104호)",,37.38933296,126.6611924
소솜카페(cafe),"인천광역시 연수구 경원대로119번길 21, 분산상가동 3호 (동춘동, 연수2차풍림아파트)",,37.40137831,126.673166
커피웰가 송도점,"인천광역시 연수구 아트센터대로 107, 커낼워크D3 AUTUMN 1층 155호 (송도동)",,37.40073438,126.6388961
애니커피,"인천광역시 연수구 컨벤시아대로 116 (송도동, 대우월드마크7단지 109호)",,37.39374814,126.6463773
하이거커피(HIGHER COFFEE),"인천광역시 연수구 하모니로 144, A동 129호 (송도동, 송도 지웰 푸르지오시티)",,37.38445028,126.6435842
커피에반하다 동춘점,"인천광역시 연수구 앵고개로246번길 10, 109호 (동춘동, 대산프라자)",,37.40841618,126.6706046
수풀림,"인천광역시 연수구 벚꽃로 172 (연수동, 연수 대동월드스포츠센터 152호)",,37.41354975,126.6832126
하연재,"인천광역시 연수구 청량로101번길 48, 1층 일부호 (옥련동)",,37.41625844,126.6536299
바닐라빈카페,"인천광역시 연수구 아트센터대로 107, 301동 지상1층 121호 (송도동, 커낼워크 D3(AUTUNIN))",,37.40073438,126.6388961
이디야커피 인천동춘동점,"인천광역시 연수구 앵고개로 242 (동춘동, 연수제일종합상가 110호)",,37.4086566,126.6708262
아띠랑스미가,"인천광역시 연수구 청량로102번길 14-3, 1층 (동춘동)",,37.41717791,126.6567951
카페힐로(CAFE HILO),"인천광역시 연수구 하모니로 144, 판매시설동 B215,216호 (송도동, 송도 지웰 푸르지오시티)",,37.38445028,126.6435842
삼촌커피(uncle coffee),"인천광역시 연수구 센트럴로 194, C동 110,111,112호 (송도동, 더샵 센트럴파크2)",,37.39378585,126.6418738
커피위드인 인천시립박물관점,"인천광역시 연수구 청량로160번길 26, 1층 (옥련동, 인천광역시시립박물관)",,37.42066943,126.6529677
올리브 브릭스(Olive Bricks),"인천광역시 연수구 인권로 27, 노아빌딩 1층 일부호 (옥련동)",,37.41952448,126.6530609
인천연수지역자활센터 카페(cafe) 봄날(송도점),"인천광역시 연수구 인천타워대로 238, A동 지상1층 (송도동, 컴팩스마트시티)",,37.39281297,126.6358895
커피 코너스톤,"인천광역시 연수구 먼우금로 19, 지상1층 146,147호 (동춘동, 동남아파트상가)",,37.40072245,126.6674326
수수가든카페,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하1층)",,37.38320628,126.6586339
세인트커피(SAINT COFFEE),"인천광역시 연수구 청량로 67, 지상1,2층 (동춘동)",,37.4146133,126.6581498
고가커피,"인천광역시 연수구 새말로96번길 30, 이강빌딩 101호 (연수동)",,37.4184909,126.6790363
북카페 시오리,"인천광역시 연수구 용담로 115, 파크타워 401호 (연수동)",,37.41511405,126.6778155
달빛정원 커피엔비어(Coffee&Beer),"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 2층 206호 (송도동)",,37.40580028,126.6286013
차오름 송도커낼워크점,"인천광역시 연수구 아트센터대로 149, 101동 지상1층 107호 (송도동, 커낼워크 D1)",,37.39798773,126.6359002
It's Newyork(잇츠뉴욕),"인천광역시 연수구 아트센터대로 131, 202동 지상1층 171호 (송도동)",,37.39935875,126.6368956
빽다방 송도학원가점,"인천광역시 연수구 신송로 161, 더 하이츠 106호 (송도동)",,37.39759467,126.6484391
바다쏭 카페앤베이커리 한옥관 인천연수점,"인천광역시 연수구 능허대로 16, 주3동 1층 (옥련동)",,37.42942701,126.6361601
테라스 카페에세이,"인천광역시 연수구 동곡재로 170 (동춘동, 지상1층,2층)",,37.41334404,126.665247
커피에 반하다,"인천광역시 연수구 학나래로118번길 40 (선학동, 지상1층(105호))",,37.42659891,126.6979919
더 노벰버 라운지,"인천광역시 연수구 청량로97번길 47, 1층 (동춘동)",,37.4153193,126.6541429
트레비앙,"인천광역시 연수구 비류대로 194 (옥련동, 지상1층일부)",,37.4277347,126.656311
스타벅스인천송도DT,"인천광역시 연수구 하모니로 136 (송도동, 레인보우빌딩 지상1층)",,37.38482038,126.644282
더리얼카페,"인천광역시 연수구 아트센터대로 87, 커낼워크D4 WINTER 402동 141,143호 (송도동)",,37.40215703,126.6404248
투두릿(TO DO LIST),"인천광역시 연수구 인천타워대로 257, 아트포레 푸르지오시티 C동 지상1층 C-140호 (송도동)",,37.39351506,126.6321878
공정무역 나눔카페(NANUM CAFE)인천글로벌캠퍼스점,"인천광역시 연수구 송도문화로 119, 인천글로벌캠퍼스 지원시설동 지하1층 B1096,1097호 (송도동)",,37.37517396,126.6682753
초콜릿커피,"인천광역시 연수구 샘말로87번길 7-12 (연수동, 지상1층)",,37.41468467,126.679974
카페블라드(CAFE VLAD),"인천광역시 연수구 함박로84번길 29 (연수동, 지상1층 일부)",,37.42502894,126.6844498
노스탈지아 카페,"인천광역시 연수구 함박로92번길 4, 1층 (연수동)",,37.42445141,126.685923
스트릿츄러스 송도트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-4, D동 지상1층 111호 (송도동, 송도트리플스트리트)",,37.37866084,126.6628418
카페(노노지),"인천광역시 연수구 신송로125번길 13, 아크리아 111호 (송도동)",,37.39456511,126.6511829
카페오아시아 이엔씨타워점,"인천광역시 연수구 인천타워대로 241 (송도동,(주)포스코건설사옥 지상3층)",,37.39235896,126.6343256
카페스타,"인천광역시 연수구 벚꽃로 106 (청학동, 연수광장프라자 701호 일부)",,37.41762926,126.6772291
컴포즈커피 트리플스트리트점,"인천광역시 연수구 송도과학로16번길 33-4, D동 지하1층 D125-6호 (송도동, 송도트리플스트리트)",,37.37866084,126.6628418
루엔커피로스터스,"인천광역시 연수구 인천타워대로 257, 아트포레 C동 213,214호 (송도동)",,37.39351506,126.6321878
송도이디야 오네스타점,"인천광역시 연수구 송도국제대로 157, 지하1층 A-B08호 (송도동)",,37.38094155,126.656664
투썸플레이스(송도포스코이엔씨),"인천광역시 연수구 인천타워대로 241 (송도동,(주)포스코건설사옥지하1층(22호))",,37.39235896,126.6343256
Cafe de vert 카페드베르흐,"인천광역시 연수구 송도과학로28번길 50, 더샵 송도트리플타워 West 1층 133호 (송도동)",,37.37934987,126.657692
이디야 옥련점,"인천광역시 연수구 독배로40번길 35, 대명빌딩 205,206,207호 (옥련동)",,37.42462008,126.6468293
프라빈커피 송도컨벤시아점,"인천광역시 연수구 센트럴로 123, 송도컨벤시아 1층 M107호 (송도동)",,37.38736717,126.6468405
카페 란,"인천광역시 연수구 새말로 89 (연수동, 지상1층 일부)",,37.41885173,126.6795981
라무르(L'amour),"인천광역시 연수구 원인재로 88, 대우삼환아파트 종합상가동 1층 102,103호 (동춘동, 대우삼환아파트)",,37.40699507,126.6800838
투썸플레이스,인천광역시 연수구 벚꽃로 114 (연수동),,37.41709445,126.6780921
셀레브르,"인천광역시 연수구 아트센터대로 131, 커낼워크D2 SUMMER 202동 217일부호 (송도동)",,37.39935875,126.6368956
라바짜블루,"인천광역시 연수구 송도국제대로 123 (송도동, 현대프리미엄아울렛 지하2층 일부)",,37.38320628,126.6586339
티티카카,"인천광역시 연수구 솔밭로70번길 29, 1층 (동춘동)",,37.41460079,126.6572805
카페라떼떼 송도점,"인천광역시 연수구 랜드마크로 160, 마리나베이 근린생활시설-2동 105호 (송도동)",,37.41279383,126.6108012
DAY BY DAY(데이바이데이),"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 1층 105호 (송도동)",,37.38246176,126.6606641
리버Coffee,"인천광역시 연수구 샘말로 26, 1층 일부호 (연수동)",,37.41264208,126.6786583
파스쿠찌 스퀘어원점,"인천광역시 연수구 청능대로 210 (동춘동, 스퀘어원 3층)",,37.40599741,126.6836222
스타벅스 인천송도점,"인천광역시 연수구 컨벤시아대로 55, 113,114,115호 (송도동, 송도이안)",,37.39661091,126.6518964
커피에 반하다(영남점),"인천광역시 연수구 새말로107번길 3, 1층 일부호 (연수동)",,37.41880118,126.6811469
이디야,"인천광역시 연수구 샘말로7번길 2 (연수동, 지상1층)",,37.4121522,126.6778166
리마솔,"인천광역시 연수구 하모니로 158, 송도타임스페이스 지상3층 A-316호 (송도동)",,37.38419018,126.6421469
어거스트 카페,"인천광역시 연수구 원인재로 14, 지상1층 121호 (동춘동, 무지개마을 상가동)",,37.40128601,126.6700279
카페801,인천광역시 연수구 아암대로 801 (동춘동),,37.39765158,126.6605569
까페 르블랑,"인천광역시 연수구 컨벤시아대로 233, 호텔스카이파크인천송도 1층 일부호 (송도동)",,37.38458633,126.6387367
(주)커피빈코리아 송도푸르지오월드마크점,"인천광역시 연수구 컨벤시아대로 60, 푸르지오월드마크 114~117호 (송도동, 푸르지오월드마크)",,37.39758636,126.6506664
Bean Flakes(빈플레이크),"인천광역시 연수구 먼우금로 218, 1층 C-108호 (연수동, 연수푸르지오3단지)",,37.41647766,126.6776655
컴포즈커피 연수점,"인천광역시 연수구 용담로 130-1, 1층 (연수동)",,37.41387587,126.6787635
스타벅스 송도커넬워크점,"인천광역시 연수구 아트센터대로 131, 201동 지상1,2층 101,201호 (송도동, 송도커넬워크)",,37.39935875,126.6368956
The Cafe(더 카페)(브라운도트호텔인천송도),"인천광역시 연수구 능허대로 227-7, 1층 (옥련동)",,37.41619704,126.6514767
마크빈 송도2호점,"인천광역시 연수구 신송로 165-19, 106,107호 (송도동)",,37.39662693,126.6471072
셀렉토커피 송도지웰푸르지오시티점,"인천광역시 연수구 하모니로 144, A123호 (송도동, 송도 지웰 푸르지오시티)",,37.38445028,126.6435842
에프에이치엘스토어(FHL-store),"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 지상1층 159,160호 (송도동)",,37.38246176,126.6606641
재재,"인천광역시 연수구 아트센터대로 149, 커낼워크D1 SPRING 102동 123호 (송도동)",,37.39798773,126.6359002
삼성웰스토리(주)연세대2기숙사카페,"인천광역시 연수구 송도과학로 85, 지상1층 (송도동, 연세대학교2기숙사)",,37.37978383,126.6739781
카페(Cafe) 생과방,"인천광역시 연수구 능허대로179번길 43, A동 1층 일부호 (옥련동)",,37.42003092,126.6516623
딸기씨네 수제청,"인천광역시 연수구 새말로 75, 101호 (연수동)",,37.41963365,126.6782339
더노벰버 라운지,"인천광역시 연수구 컨벤시아대로230번길 42, 송도아라플라자 121,122,123호 (송도동)",,37.38808543,126.6349141
그로브인송도(GROVE IN SONGDO),"인천광역시 연수구 인천타워대로 257, 아트포레 A동 108,109호 (송도동)",,37.39351506,126.6321878
설빙 인천송도포스코점,"인천광역시 연수구 해돋이로 118, 지상2층 201호 (송도동, 마린프라자)",,37.3923416,126.649571
카페 디플라워(cafe D.flower),"인천광역시 연수구 학나래로46번길 19, 1층 (선학동)",,37.42543105,126.6977698
탐앤탐스(송도점),"인천광역시 연수구 컨벤시아대로 69 (송도동,밀레니엄빌딩  128호,129호 (지상1층))",,37.39571542,126.6509557
카페(CAFE) 약속의 땅,"인천광역시 연수구 용담로 25, 상가동 205호,206호 (청학동, 용담마을아파트)",,37.42122819,126.6711396
윤군커피(옥련점),"인천광역시 연수구 청량로 217, 지상1층 (옥련동)",,37.42610422,126.6525403
더벤티 인천동춘점,"인천광역시 연수구 앵고개로264번길 42, 정우빌딩 1층 (동춘동)",,37.40666415,126.6710187
울림카페,"인천광역시 연수구 능허대로151번길 16, 1층 (옥련동)",,37.42108833,126.6470445
티티카카,"인천광역시 연수구 청량로79번길 24, 1층 (동춘동)",,37.41441283,126.6574662
CANE 까네,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 108호 (송도동)",,37.41050721,126.627633
솔밭카페,"인천광역시 연수구 원인재로 232, 상가동 104-1호 (연수동, 솔밭마을아파트)",,37.41610423,126.6881898
린치핀(LINCHPIN),"인천광역시 연수구 송도과학로28번길 8, 더샵 송도트리플타워 East 1층 130호,131호 (송도동)",,37.38246176,126.6606641
까로치아 송도점,"인천광역시 연수구 컨벤시아대로 126, 푸르지오월드마크 143호 (송도동, 푸르지오월드마크)",,37.39247736,126.6456466
(주)커피빈코리아 송도홈플러스점,"인천광역시 연수구 송도국제대로 165 (송도동, 지상1층 홈플러스 매장내)",,37.38022559,126.656372
까로치아 동춘점,"인천광역시 연수구 봉재산로36번길 11, 1층 (동춘동)",,37.40864504,126.6655965
로스터스(정진원의 커피볶는집),"인천광역시 연수구 송도과학로16번길 33-4, D동 지상1층 112호 (송도동, 송도트리플스트리트)",,37.37866084,126.6628418
WOULDULIKE(우주라이크 아트포레점),"인천광역시 연수구 인천타워대로 257, 아트포레 C동 C-145호 (송도동)",,37.39351506,126.6321878
망원동 티라미수 인천송도델리점,"인천광역시 연수구 신송로 160, 102호 (송도동)",,37.39801835,126.6491962
빽다방 인천옥련점,"인천광역시 연수구 독배로 35, 1층 106호 (옥련동)",,37.42390059,126.6444308
쥬씨멜팅그릴 송도인천대점,"인천광역시 연수구 아카데미로 119, 1층 113호 (송도동, 학생복지회관)",,37.37654053,126.6329014
메가엠지씨커피 송도랜드마크시티점,"인천광역시 연수구 랜드마크로 68, 301동 1층 69호 (송도동, 랜드마크시티센트럴더샵)",,37.41563898,126.6212329
그랜드 카페,"인천광역시 연수구 하모니로178번길 22, 908호 (송도동)",,37.383072,126.6408363
컴포즈커피 송도타임스페이스점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 C-118호 (송도동)",,37.38419018,126.6421469
스타벅스 인천연수점,"인천광역시 연수구 용담로 115, 파크타워 105,106,203호 (연수동)",,37.41511405,126.6778155
포트캔커피 송도신도시점,"인천광역시 연수구 컨벤시아대로42번길 12, 202동 102호 (송도동, 송도 코오롱 더 프라우 2단지)",,37.39911465,126.6512372
커피오월,"인천광역시 연수구 옥련로99번길 41-4, 1층 (옥련동)",,37.42721808,126.6522593
에틱,"인천광역시 연수구 함박뫼로26번길 39, 1층 (청학동)",,37.41857215,126.6734935
피노키오카페,"인천광역시 연수구 청능대로 210, 3층 (동춘동, 스퀘어원)",,37.40599741,126.6836222
문올라(moonhola),"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 221호 (송도동)",,37.40580028,126.6286013
이디야커피 송도타임스페이스점,"인천광역시 연수구 하모니로 158, 송도타임스페이스 B09일부호 (송도동)",,37.38419018,126.6421469
카페 헤일로,"인천광역시 연수구 용담로 11 (청학동, 시대아파트 상가 3층 일부)",,37.42147906,126.6691275
파스쿠찌 송도유원지점,"인천광역시 연수구 청량로 125, 1층 (옥련동)",,37.41849834,126.6540127
아키라커피 송도점,"인천광역시 연수구 청량로 92, 1,2층 (동춘동)",,37.4164389,126.6566829
감성커피 송도BT타워점,"인천광역시 연수구 송도과학로 56, 송도테크노파크 BT센터 110호 (송도동)",,37.3811087,126.6640824
더스탈릿(Thestarlit),"인천광역시 연수구 아암대로 825-25, 제2동 지상2층 (동춘동)",,37.39630655,126.6637075
컴포즈커피 송도한라웨스턴파크점,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 124호 (송도동)",,37.40580028,126.6286013
카페드라뻬티룸,"인천광역시 연수구 컨벤시아대로391번길 20 (송도동, 송도제24호근린공원복합문화시설 지상1층 일부)",,37.37253778,126.6279002
카페글렌 송도센트로드점,"인천광역시 연수구 인천타워대로 323, 상가동 지상1층 D119, D120호 (송도동, 송도센트로드)",,37.39952409,126.6295726
melty(멜티),"인천광역시 연수구 아트센터대로97번길 15, 더샵 그린워크2차 1107동 101호 (송도동, 더샵 그린워크2차)",,37.4017143,126.6411467
아트리움,"인천광역시 연수구 청량로97번길 56, A동 1층, B동 1층 (옥련동)",,37.41541901,126.6534665
하울홈카페샵 송도점,"인천광역시 연수구 해돋이로 107, E동 1층 6호 (송도동, 송도 더샵 퍼스트월드)",,37.38960595,126.648814
스타벅스 송도트리플R점,"인천광역시 연수구 송도과학로16번길 33-1, A동 지상1,2층 105B,206B호 (송도동, 송도 트리플스트리트 )",,37.38108225,126.6594618
수다방,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 212호 (송도동)",,37.38459942,126.6423987
읍천리382 송도국제도시점,"인천광역시 연수구 테크노파크로 113, 프리스페이스 101,102호 (송도동)",,37.38624324,126.6443534
카페베네 연수대동점,"인천광역시 연수구 샘말로44번길 1 (연수동,(지상1,2층))",,37.41330498,126.6793648
더리터 송도점,"인천광역시 연수구 신송로 157-20, 해온프라자 더파크 1층 104호 (송도동)",,37.39642003,126.6474146
이디야 선학역점,"인천광역시 연수구 학나래로118번길 45, 지상1층 (선학동)",,37.42635533,126.6983584
west20 웨스트트웬티,"인천광역시 연수구 송도과학로27번길 15, 104동 216일부호 (송도동, 송도아메리칸타운아이파크)",,37.38461103,126.6628864
룰루랄라 카페,"인천광역시 연수구 독배로 29 (옥련동, 지상3층 일부)",,37.42326199,126.6446183
카페일리터 송도신도시점,"인천광역시 연수구 해돋이로 107, 송도 더샵 퍼스트월드 G동 35호 (송도동, 송도 더샵 퍼스트월드)",,37.38960595,126.648814
제이앤제이슨 송도,"인천광역시 연수구 송도과학로16번길 33-4, 송도 트리플스트리트 D동 201,202호 (송도동)",,37.37866084,126.6628418
컴포즈커피 송도스마트밸리점,"인천광역시 연수구 송도미래로 30, 송도 BRC 스마트밸리 지식산업센터 F동 2층 215호 (송도동)",,37.36728943,126.6490966
로스터리스토어(ROASTERY STORE),"인천광역시 연수구 한나루로 161-1, 1층 일부호 (옥련동)",,37.42423726,126.6550218
도그의 하루,"인천광역시 연수구 컨벤시아대로 81, 314호 (송도동, 드림씨티)",,37.39494268,126.6501653
텐퍼센트커피 송도캠퍼스타운역점,"인천광역시 연수구 송도과학로27번길 55, 롯데캐슬 캠퍼스타운 302동 C-111호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
카페이즈(cafe is),"인천광역시 연수구 해돋이로 107, H동 30호 (송도동, 송도 더샵 퍼스트월드)",,37.38960595,126.648814
엔제리너스인천연수점,"인천광역시 연수구 용담로 142 (연수동,지상1층,지상2층)",,37.41324636,126.6797501
Gaudium(가우디움),"인천광역시 연수구 하모니로 158, 송도타임스페이스 1층 B-101호 (송도동)",,37.38419018,126.6421469
커피빅,"인천광역시 연수구 송도과학로27번길 55, 롯데캐슬 캠퍼스타운 302동 1층 C-105호 (송도동, 롯데캐슬 캠퍼스타운)",,37.38803691,126.6642625
카페 이노스,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 1층 132호 (송도동)",,37.40580028,126.6286013
도코빈(DOKO BEAN),"인천광역시 연수구 학나래로6번길 3, 1층 (선학동)",,37.42397088,126.6968445
트윈스커피,"인천광역시 연수구 용담로50번길 1, 1층 일부호 (청학동)",,37.41910472,126.6730881
커피에 반하다(연수동남점),"인천광역시 연수구 새말로 27, 지상1층 108호 (연수동, 동남스포피아상가동)",,37.42304792,126.6748622
챠오라비타,"인천광역시 연수구 한나루로196번길 7, 1,2층 1호 (옥련동, 협성연립)",,37.42684927,126.657532
메가엠지씨커피 인천연수점,"인천광역시 연수구 먼우금로 190, 연수프라자 115호 (연수동)",,37.4140527,126.6767146
텐퍼센트(옥련점),"인천광역시 연수구 독배로 35, 103호 (옥련동)",,37.42390059,126.6444308
공정무역가게 나눔카페미추홀타워점,인천광역시 연수구 갯벌로 12 (송도동),,37.38254191,126.6558423
송도커피,"인천광역시 연수구 컨벤시아대로 60, 지상1층 149호 (송도동, 푸르지오월드마크)",,37.39758636,126.6506664
바작(VAR ZAC),"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 217호 (송도동)",,37.38467593,126.6411413
티엠비티(TMBT),"인천광역시 연수구 센트럴로 194, A동 2층 205, 206, 207호 (송도동, 더샵 센트럴파크2)",,37.39378585,126.6418738
커피멜로우(Coffee Mellow),"인천광역시 연수구 학나래로5번길 53, 지상1층 (선학동)",,37.42343745,126.6935592
더벤티,"인천광역시 연수구 먼우금로188번길 12, 113호 (연수동, 이리옴3빌딩)",,37.41341039,126.6765063
스폰타니티(Spontaneity),"인천광역시 연수구 송도과학로16번길 13-18, 송도건원테크노큐브 1층 124호 (송도동)",,37.38102064,126.6608134
"과일에반하다,프루타 송도점","인천광역시 연수구 테크노파크로111번길 11, 시카고타워 지상1층 104호 (송도동)",,37.38518615,126.6440084
딜라이트풀멜로디,"인천광역시 연수구 해돋이로 160-7, 1동 209호 (송도동, 송도 대경 스위트리아 파크뷰)",,37.39526097,126.6461764
내가 업어줄게,인천 연수구 샘말로8번길 9 2층,,37.41180679,126.6783077
카페 비스트로,"인천광역시 연수구 용담로85번길 31, 금강프라자 1층 일부호 (청학동)",,37.4179044,126.6760977
얼리인더모닝,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설동 260호 (송도동)",,37.41050721,126.627633
